"","Associatednumber","Sample","DNA_concentration_ng.uL","Station","StationNumber","Stromkilometer","Sample_type","Sample_date","Sat_O2_Perc","Temperature_TBDHereon","Salinity_PSU","Turbidity_NTU","pH","O2_uM","SPM_mgperL","DOC_mg.L","TN_mg.L","DIC_mg.L","Silicate_mg.L","Ammonium_mg.L","Nitrite_mg.L","Nitrate_mg.L","Total_DIN_uM","SRP_mgperL","TotalDissolvedPhosphate_mg.L","Ammonium_uM","Nitrite_uM","Nitrate_uM","SRP_uM","Phosphate_uM","Silicate_uM","DOC_uM.L","DIC_uM.L","RespirationRate_O2ug.L.h","POC_mgperL","PTC_mgperL","PTN_mgperL","PTH_mgperL","TEP_um2perL","CSP_um2perL","ParticleArea_um2perL","dCH4_uM","dCH4_nM","dCO2_uM","dCO2_nM","sampleid","AccessionNumber_TBDSven","data_type"
"280",162,"MGH2",45,"Meedem Grund",6,712,"Heavy_fraction","Jun-22",103.539,18.03876704,19.96339061,6.252307913,8.028326087,271.177,34,5.01,1.108,15.32,0.065,0.003,0,0.22,NA,0.023,0.037465,NA,NA,NA,NA,NA,NA,NA,1275.52932,NA,7.150124436,7.280715833,3.839190682,0.78551216,806627126542531,841254229453329,112332950651451,0.075398763,75.39876291,49.13229138,49132.29138,NA,NA,NA
"281",163,"MGF1",21,"Meedem Grund",6,712,"Free_living","Jun-22",103.539,18.03876704,19.96339061,6.252307913,8.028326087,271.177,NA,5.01,1.108,15.73,0.065,0.002,0,0.217,NA,0.028,0.037702,NA,NA,NA,NA,NA,NA,417.1280608,1309.665548,NA,NA,NA,NA,NA,NA,NA,NA,0.060907125,60.9071254,42.83061379,42830.61379,"GROS22.2_SAMEA112714819_METAG.genecount.profile","SAMEA112714819","METAG"
"282",163,"MGF1",21,"Meedem Grund",6,712,"Free_living","Jun-22",103.539,18.03876704,19.96339061,6.252307913,8.028326087,271.177,NA,5.01,1.108,15.73,0.065,0.002,0,0.217,NA,0.028,0.037702,NA,NA,NA,NA,NA,NA,417.1280608,1309.665548,NA,NA,NA,NA,NA,NA,NA,NA,0.060907125,60.9071254,42.83061379,42830.61379,"GROS22.2_SAMEA112714819_METAT.genecount.profile","SAMEA112714819","METAT"
"283",164,"MGF2",3.46,"Meedem Grund",6,712,"Free_living","Jun-22",103.539,18.03876704,19.96339061,6.252307913,8.028326087,271.177,NA,5.01,1.108,15.32,0.065,0.003,0,0.22,NA,0.023,0.037465,NA,NA,NA,NA,NA,NA,NA,1275.52932,NA,NA,NA,NA,NA,NA,NA,NA,0.075398763,75.39876291,49.13229138,49132.29138,"GROS22.2_SAMEA112714820_METAG.genecount.profile","SAMEA112714820","METAG"
"284",164,"MGF2",3.46,"Meedem Grund",6,712,"Free_living","Jun-22",103.539,18.03876704,19.96339061,6.252307913,8.028326087,271.177,NA,5.01,1.108,15.32,0.065,0.003,0,0.22,NA,0.023,0.037465,NA,NA,NA,NA,NA,NA,NA,1275.52932,NA,NA,NA,NA,NA,NA,NA,NA,0.075398763,75.39876291,49.13229138,49132.29138,"GROS22.2_SAMEA112714820_METAT.genecount.profile","SAMEA112714820","METAT"
"285",165,"TL1",42,"Twielenfleth",3,651,"Light_fraction","Jun-22",58.882,20.0744626,0.50906,16.62634368,7.4649,166.274,56.5,6.656,1.497,9.975,0.587,0.01,0,0.741,NA,0.037,0.049912,NA,NA,NA,NA,NA,NA,554.1725295,830.5094624,12.52293156,4.680670583,5.567317434,2.622628724,0.9818902,24869256642317,479694864572097,744584814831129,0.054969288,54.96928753,122.3732206,122373.2206,"GROS22.2_SAMEA112714821_METAT.genecount.profile","SAMEA112714821","METAT"
"286",165,"TL1",42,"Twielenfleth",3,651,"Light_fraction","Jun-22",58.882,20.0744626,0.50906,16.62634368,7.4649,166.274,56.5,6.656,1.497,9.975,0.587,0.01,0,0.741,NA,0.037,0.049912,NA,NA,NA,NA,NA,NA,554.1725295,830.5094624,12.52293156,4.680670583,5.567317434,2.622628724,0.9818902,24869256642317,479694864572097,744584814831129,0.054969288,54.96928753,122.3732206,122373.2206,"GROS22.2_SAMEA112714821_METAG.genecount.profile","SAMEA112714821","METAG"
"287",166,"TL2",33,"Twielenfleth",3,651,"Light_fraction","Jun-22",58.882,20.0744626,0.50906,16.62634368,7.4649,166.274,56.5,6.367,1.442,10.03,0.587,0.01,0,0.764,NA,0.038,0.050524,NA,NA,NA,NA,NA,NA,530.1106513,835.0887126,NA,4.438143704,5.651759991,1.76936614,0.88370118,24869256642317,479694864572097,744584814831129,0.048989518,48.98951849,122.8647251,122864.7251,"GROS22.2_SAMEA112714822_METAT.genecount.profile","SAMEA112714822","METAT"
"288",166,"TL2",33,"Twielenfleth",3,651,"Light_fraction","Jun-22",58.882,20.0744626,0.50906,16.62634368,7.4649,166.274,56.5,6.367,1.442,10.03,0.587,0.01,0,0.764,NA,0.038,0.050524,NA,NA,NA,NA,NA,NA,530.1106513,835.0887126,NA,4.438143704,5.651759991,1.76936614,0.88370118,24869256642317,479694864572097,744584814831129,0.048989518,48.98951849,122.8647251,122864.7251,"GROS22.2_SAMEA112714822_METAG.genecount.profile","SAMEA112714822","METAG"
"289",167,"TH1",10,"Twielenfleth",3,651,"Heavy_fraction","Jun-22",58.882,20.0744626,0.50906,16.62634368,7.4649,166.274,83.5,6.656,1.497,9.975,0.587,0.01,0,0.741,NA,0.037,0.049912,NA,NA,NA,NA,NA,NA,554.1725295,830.5094624,8.115116036,6.766205368,8.697583392,1.885229184,1.17826824,814825608874879,29163219853276,133430551085004,0.054969288,54.96928753,122.3732206,122373.2206,"GROS22.2_SAMEA112714823_METAT.genecount.profile","SAMEA112714823","METAT"
"290",167,"TH1",10,"Twielenfleth",3,651,"Heavy_fraction","Jun-22",58.882,20.0744626,0.50906,16.62634368,7.4649,166.274,83.5,6.656,1.497,9.975,0.587,0.01,0,0.741,NA,0.037,0.049912,NA,NA,NA,NA,NA,NA,554.1725295,830.5094624,8.115116036,6.766205368,8.697583392,1.885229184,1.17826824,814825608874879,29163219853276,133430551085004,0.054969288,54.96928753,122.3732206,122373.2206,"GROS22.2_SAMEA112714823_METAG.genecount.profile","SAMEA112714823","METAG"
"291",168,"TH2",37,"Twielenfleth",3,651,"Heavy_fraction","Jun-22",58.882,20.0744626,0.50906,16.62634368,7.4649,166.274,83.5,6.367,1.442,10.03,0.587,0.01,0,0.764,NA,0.038,0.050524,NA,NA,NA,NA,NA,NA,530.1106513,835.0887126,NA,6.450036724,8.809518874,1.643684195,1.27645726,814825608874879,29163219853276,133430551085004,0.048989518,48.98951849,122.8647251,122864.7251,"GROS22.2_SAMEA112714824_METAG.genecount.profile","SAMEA112714824","METAG"
"292",168,"TH2",37,"Twielenfleth",3,651,"Heavy_fraction","Jun-22",58.882,20.0744626,0.50906,16.62634368,7.4649,166.274,83.5,6.367,1.442,10.03,0.587,0.01,0,0.764,NA,0.038,0.050524,NA,NA,NA,NA,NA,NA,530.1106513,835.0887126,NA,6.450036724,8.809518874,1.643684195,1.27645726,814825608874879,29163219853276,133430551085004,0.048989518,48.98951849,122.8647251,122864.7251,"GROS22.2_SAMEA112714824_METAT.genecount.profile","SAMEA112714824","METAT"
"293",169,"TF1",0.011,"Twielenfleth",3,651,"Free_living","Jun-22",58.882,20.0744626,0.50906,16.62634368,7.4649,166.274,NA,6.656,1.497,9.975,0.587,0.01,0,0.741,NA,0.037,0.049912,NA,NA,NA,NA,NA,NA,554.1725295,830.5094624,NA,NA,NA,NA,NA,NA,NA,NA,0.054969288,54.96928753,122.3732206,122373.2206,"GROS22.2_SAMEA112714825_METAG.genecount.profile","SAMEA112714825","METAG"
"294",169,"TF1",0.011,"Twielenfleth",3,651,"Free_living","Jun-22",58.882,20.0744626,0.50906,16.62634368,7.4649,166.274,NA,6.656,1.497,9.975,0.587,0.01,0,0.741,NA,0.037,0.049912,NA,NA,NA,NA,NA,NA,554.1725295,830.5094624,NA,NA,NA,NA,NA,NA,NA,NA,0.054969288,54.96928753,122.3732206,122373.2206,"GROS22.2_SAMEA112714825_METAT.genecount.profile","SAMEA112714825","METAT"
"295",170,"TF2",2.59,"Twielenfleth",3,651,"Free_living","Jun-22",58.882,20.0744626,0.50906,16.62634368,7.4649,166.274,NA,6.367,1.442,10.03,0.587,0.01,0,0.764,NA,0.038,0.050524,NA,NA,NA,NA,NA,NA,530.1106513,835.0887126,NA,NA,NA,NA,NA,NA,NA,NA,0.048989518,48.98951849,122.8647251,122864.7251,"GROS22.2_SAMEA112714826_METAG.genecount.profile","SAMEA112714826","METAG"
"296",170,"TF2",2.59,"Twielenfleth",3,651,"Free_living","Jun-22",58.882,20.0744626,0.50906,16.62634368,7.4649,166.274,NA,6.367,1.442,10.03,0.587,0.01,0,0.764,NA,0.038,0.050524,NA,NA,NA,NA,NA,NA,530.1106513,835.0887126,NA,NA,NA,NA,NA,NA,NA,NA,0.048989518,48.98951849,122.8647251,122864.7251,"GROS22.2_SAMEA112714826_METAT.genecount.profile","SAMEA112714826","METAT"
"297",171,"BbL1",18,"Brunsbuttel",5,694,"Light_fraction","Jun-22",95.267,18.61050493,9.828926207,12.32557134,7.849155172,262.099,50.25,6.509,1.808,13.64,0.423,0.007,0,0.561,NA,0.033,0.042533,NA,NA,NA,NA,NA,NA,541.9334427,1135.654042,8.20908,6.967492859,9.334830131,3.560333865,1.76740236,636461069845282,71241960503339,735055807825049,0.079235963,79.23596294,69.12598974,69125.98974,"GROS22.2_SAMEA112714827_METAT.genecount.profile","SAMEA112714827","METAT"
"298",171,"BbL1",18,"Brunsbuttel",5,694,"Light_fraction","Jun-22",95.267,18.61050493,9.828926207,12.32557134,7.849155172,262.099,50.25,6.509,1.808,13.64,0.423,0.007,0,0.561,NA,0.033,0.042533,NA,NA,NA,NA,NA,NA,541.9334427,1135.654042,8.20908,6.967492859,9.334830131,3.560333865,1.76740236,636461069845282,71241960503339,735055807825049,0.079235963,79.23596294,69.12598974,69125.98974,"GROS22.2_SAMEA112714827_METAG.genecount.profile","SAMEA112714827","METAG"
"299",172,"BbL2",28,"Brunsbuttel",5,694,"Light_fraction","Jun-22",95.267,18.61050493,9.828926207,12.32557134,7.849155172,262.099,50.25,6.509,1.808,13.56,0.423,0.007,0,0.59,NA,0.033,0.040536,NA,NA,NA,NA,NA,NA,NA,1128.993314,NA,6.771114819,9.17969148,2.94370682,1.4728353,636461069845282,71241960503339,735055807825049,0.08947285,89.47285022,70.73300737,70733.00737,"GROS22.2_SAMEA112714828_METAG.genecount.profile","SAMEA112714828","METAG"
"300",172,"BbL2",28,"Brunsbuttel",5,694,"Light_fraction","Jun-22",95.267,18.61050493,9.828926207,12.32557134,7.849155172,262.099,50.25,6.509,1.808,13.56,0.423,0.007,0,0.59,NA,0.033,0.040536,NA,NA,NA,NA,NA,NA,NA,1128.993314,NA,6.771114819,9.17969148,2.94370682,1.4728353,636461069845282,71241960503339,735055807825049,0.08947285,89.47285022,70.73300737,70733.00737,"GROS22.2_SAMEA112714828_METAT.genecount.profile","SAMEA112714828","METAT"
"301",173,"BbH1",32,"Brunsbuttel",5,694,"Heavy_fraction","Jun-22",95.267,18.61050493,9.828926207,12.32557134,7.849155172,262.099,35.5,6.509,1.808,13.64,0.423,0.007,0,0.561,NA,0.033,0.042533,NA,NA,NA,NA,NA,NA,541.9334427,1135.654042,11.7179779,5.230529095,7.06862755,3.066443095,1.08007922,151604619260389,124694105240034,952114310636081,0.079235963,79.23596294,69.12598974,69125.98974,"GROS22.2_SAMEA112714829_METAT.genecount.profile","SAMEA112714829","METAT"
"302",173,"BbH1",32,"Brunsbuttel",5,694,"Heavy_fraction","Jun-22",95.267,18.61050493,9.828926207,12.32557134,7.849155172,262.099,35.5,6.509,1.808,13.64,0.423,0.007,0,0.561,NA,0.033,0.042533,NA,NA,NA,NA,NA,NA,541.9334427,1135.654042,11.7179779,5.230529095,7.06862755,3.066443095,1.08007922,151604619260389,124694105240034,952114310636081,0.079235963,79.23596294,69.12598974,69125.98974,"GROS22.2_SAMEA112714829_METAG.genecount.profile","SAMEA112714829","METAG"
"303",174,"BbH2",18,"Brunsbuttel",5,694,"Heavy_fraction","Jun-22",95.267,18.61050493,9.828926207,12.32557134,7.849155172,262.099,35.5,6.509,1.808,13.56,0.423,0.007,0,0.59,NA,0.033,0.040536,NA,NA,NA,NA,NA,NA,NA,1128.993314,NA,5.369957504,6.830028231,2.667795673,0.9818902,151604619260389,124694105240034,952114310636081,0.08947285,89.47285022,70.73300737,70733.00737,"GROS22.2_SAMEA112714830_METAT.genecount.profile","SAMEA112714830","METAT"
"304",174,"BbH2",18,"Brunsbuttel",5,694,"Heavy_fraction","Jun-22",95.267,18.61050493,9.828926207,12.32557134,7.849155172,262.099,35.5,6.509,1.808,13.56,0.423,0.007,0,0.59,NA,0.033,0.040536,NA,NA,NA,NA,NA,NA,NA,1128.993314,NA,5.369957504,6.830028231,2.667795673,0.9818902,151604619260389,124694105240034,952114310636081,0.08947285,89.47285022,70.73300737,70733.00737,"GROS22.2_SAMEA112714830_METAG.genecount.profile","SAMEA112714830","METAG"
"305",175,"BbF1",17,"Brunsbuttel",5,694,"Free_living","Jun-22",95.267,18.61050493,9.828926207,12.32557134,7.849155172,262.099,NA,6.509,1.808,13.64,0.423,0.007,0,0.561,NA,0.033,0.042533,NA,NA,NA,NA,NA,NA,541.9334427,1135.654042,NA,NA,NA,NA,NA,NA,NA,NA,0.079235963,79.23596294,69.12598974,69125.98974,"GROS22.2_SAMEA112714831_METAT.genecount.profile","SAMEA112714831","METAT"
"306",175,"BbF1",17,"Brunsbuttel",5,694,"Free_living","Jun-22",95.267,18.61050493,9.828926207,12.32557134,7.849155172,262.099,NA,6.509,1.808,13.64,0.423,0.007,0,0.561,NA,0.033,0.042533,NA,NA,NA,NA,NA,NA,541.9334427,1135.654042,NA,NA,NA,NA,NA,NA,NA,NA,0.079235963,79.23596294,69.12598974,69125.98974,"GROS22.2_SAMEA112714831_METAG.genecount.profile","SAMEA112714831","METAG"
"307",176,"BbF2",11,"Brunsbuttel",5,694,"Free_living","Jun-22",95.267,18.61050493,9.828926207,12.32557134,7.849155172,262.099,NA,6.509,1.808,13.56,0.423,0.007,0,0.59,NA,0.033,0.040536,NA,NA,NA,NA,NA,NA,NA,1128.993314,NA,NA,NA,NA,NA,NA,NA,NA,0.08947285,89.47285022,70.73300737,70733.00737,"GROS22.2_SAMEA112714832_METAG.genecount.profile","SAMEA112714832","METAG"
"308",176,"BbF2",11,"Brunsbuttel",5,694,"Free_living","Jun-22",95.267,18.61050493,9.828926207,12.32557134,7.849155172,262.099,NA,6.509,1.808,13.56,0.423,0.007,0,0.59,NA,0.033,0.040536,NA,NA,NA,NA,NA,NA,NA,1128.993314,NA,NA,NA,NA,NA,NA,NA,NA,0.08947285,89.47285022,70.73300737,70733.00737,"GROS22.2_SAMEA112714832_METAT.genecount.profile","SAMEA112714832","METAT"
"309",177,"ML1",103,"Muhlenberger Loch",2,633,"Light_fraction","Nov-22",79.474,12.811,0.482,12.111,7.573,261.742,20,5.712,1.562,12.48,1.865,0.065,0.013,0.716,NA,0.051,69.621,NA,NA,NA,NA,NA,NA,475.5759448,1039.073493,9.4046683,1.395265974,1.153720985,2.125792283,0.58913412,869700072565542,41458543463362,107621583312708,0.13178637,131.7863702,135.9675391,135967.5391,"GROS22.2_SAMEA112714833_METAG.genecount.profile","SAMEA112714833","METAG"
"310",177,"ML1",103,"Muhlenberger Loch",2,633,"Light_fraction","Nov-22",79.474,12.811,0.482,12.111,7.573,261.742,20,5.712,1.562,12.48,1.865,0.065,0.013,0.716,NA,0.051,69.621,NA,NA,NA,NA,NA,NA,475.5759448,1039.073493,9.4046683,1.395265974,1.153720985,2.125792283,0.58913412,869700072565542,41458543463362,107621583312708,0.13178637,131.7863702,135.9675391,135967.5391,"GROS22.2_SAMEA112714833_METAT.genecount.profile","SAMEA112714833","METAT"
"311",178,"ML2",19,"Muhlenberger Loch",2,633,"Light_fraction","Nov-22",79.474,12.811,0.482,12.111,7.573,261.742,20,5.712,1.562,12.48,1.865,0.065,0.013,0.716,NA,0.051,69.621,NA,NA,NA,NA,NA,NA,475.5759448,1039.073493,NA,1.456143167,1.07811544,2.607900371,0.39275608,869700072565542,41458543463362,107621583312708,0.125565938,125.5659375,141.5569092,141556.9092,"GROS22.2_SAMEA112714834_METAT.genecount.profile","SAMEA112714834","METAT"
"312",178,"ML2",19,"Muhlenberger Loch",2,633,"Light_fraction","Nov-22",79.474,12.811,0.482,12.111,7.573,261.742,20,5.712,1.562,12.48,1.865,0.065,0.013,0.716,NA,0.051,69.621,NA,NA,NA,NA,NA,NA,475.5759448,1039.073493,NA,1.456143167,1.07811544,2.607900371,0.39275608,869700072565542,41458543463362,107621583312708,0.125565938,125.5659375,141.5569092,141556.9092,"GROS22.2_SAMEA112714834_METAG.genecount.profile","SAMEA112714834","METAG"
"313",179,"MH1",102,"Muhlenberger Loch",2,633,"Heavy_fraction","Nov-22",79.474,12.811,0.482,12.111,7.573,261.742,29,5.712,1.562,12.48,1.865,0.065,0.013,0.716,NA,0.051,69.621,NA,NA,NA,NA,NA,NA,475.5759448,1039.073493,6.110053459,1.595571575,1.869518941,2.586298787,0.39275608,270009012706549,223152932829009,128661190034094,0.13178637,131.7863702,135.9675391,135967.5391,"GROS22.2_SAMEA112714835_METAT.genecount.profile","SAMEA112714835","METAT"
"314",179,"MH1",102,"Muhlenberger Loch",2,633,"Heavy_fraction","Nov-22",79.474,12.811,0.482,12.111,7.573,261.742,29,5.712,1.562,12.48,1.865,0.065,0.013,0.716,NA,0.051,69.621,NA,NA,NA,NA,NA,NA,475.5759448,1039.073493,6.110053459,1.595571575,1.869518941,2.586298787,0.39275608,270009012706549,223152932829009,128661190034094,0.13178637,131.7863702,135.9675391,135967.5391,"GROS22.2_SAMEA112714835_METAG.genecount.profile","SAMEA112714835","METAG"
"315",180,"MH2",4.01,"Muhlenberger Loch",2,633,"Heavy_fraction","Nov-22",79.474,12.811,0.482,12.111,7.573,261.742,29,5.712,1.562,12.48,1.865,0.065,0.013,0.716,NA,0.051,69.621,NA,NA,NA,NA,NA,NA,475.5759448,1039.073493,NA,1.536658163,1.711434619,1.992255216,0.39275608,270009012706549,223152932829009,128661190034094,0.125565938,125.5659375,141.5569092,141556.9092,"GROS22.2_SAMEA112714836_METAT.genecount.profile","SAMEA112714836","METAT"
"316",180,"MH2",4.01,"Muhlenberger Loch",2,633,"Heavy_fraction","Nov-22",79.474,12.811,0.482,12.111,7.573,261.742,29,5.712,1.562,12.48,1.865,0.065,0.013,0.716,NA,0.051,69.621,NA,NA,NA,NA,NA,NA,475.5759448,1039.073493,NA,1.536658163,1.711434619,1.992255216,0.39275608,270009012706549,223152932829009,128661190034094,0.125565938,125.5659375,141.5569092,141556.9092,"GROS22.2_SAMEA112714836_METAG.genecount.profile","SAMEA112714836","METAG"
"317",181,"MF1",70,"Muhlenberger Loch",2,633,"Free_living","Nov-22",79.474,12.811,0.482,12.111,7.573,261.742,NA,5.712,1.562,12.48,1.865,0.065,0.013,0.716,NA,0.051,69.621,NA,NA,NA,NA,NA,NA,475.5759448,1039.073493,NA,NA,NA,NA,NA,NA,NA,NA,0.13178637,131.7863702,135.9675391,135967.5391,"GROS22.2_SAMEA112714837_METAG.genecount.profile","SAMEA112714837","METAG"
"318",181,"MF1",70,"Muhlenberger Loch",2,633,"Free_living","Nov-22",79.474,12.811,0.482,12.111,7.573,261.742,NA,5.712,1.562,12.48,1.865,0.065,0.013,0.716,NA,0.051,69.621,NA,NA,NA,NA,NA,NA,475.5759448,1039.073493,NA,NA,NA,NA,NA,NA,NA,NA,0.13178637,131.7863702,135.9675391,135967.5391,"GROS22.2_SAMEA112714837_METAT.genecount.profile","SAMEA112714837","METAT"
"319",182,"MF2",76,"Muhlenberger Loch",2,633,"Free_living","Nov-22",79.474,12.811,0.482,12.111,7.573,261.742,NA,5.712,1.562,12.48,1.865,0.065,0.013,0.716,NA,0.051,69.621,NA,NA,NA,NA,NA,NA,475.5759448,1039.073493,NA,NA,NA,NA,NA,NA,NA,NA,0.125565938,125.5659375,141.5569092,141556.9092,"GROS22.2_SAMEA112714838_METAG.genecount.profile","SAMEA112714838","METAG"
"320",182,"MF2",76,"Muhlenberger Loch",2,633,"Free_living","Nov-22",79.474,12.811,0.482,12.111,7.573,261.742,NA,5.712,1.562,12.48,1.865,0.065,0.013,0.716,NA,0.051,69.621,NA,NA,NA,NA,NA,NA,475.5759448,1039.073493,NA,NA,NA,NA,NA,NA,NA,NA,0.125565938,125.5659375,141.5569092,141556.9092,"GROS22.2_SAMEA112714838_METAT.genecount.profile","SAMEA112714838","METAT"
"321",183,"SchL1",167,"Schwarztonnensand",4,665,"Light_fraction","Nov-22",92.753,12.686,0.814,42.444,7.834,305.706,86,7.057,2.999,17.03,2.53,0.021,0.002,1.662,NA,0.052,69.39,NA,NA,NA,NA,NA,NA,587.5594262,1417.90237,7.741102767,2.885775298,3.899085984,2.445888488,0.88370118,89567530702248,34390778666737,107955283821404,0.031788006,31.78800623,76.85826535,76858.26535,"GROS22.2_SAMEA112714839_METAG.genecount.profile","SAMEA112714839","METAG"
"322",183,"SchL1",167,"Schwarztonnensand",4,665,"Light_fraction","Nov-22",92.753,12.686,0.814,42.444,7.834,305.706,86,7.057,2.999,17.03,2.53,0.021,0.002,1.662,NA,0.052,69.39,NA,NA,NA,NA,NA,NA,587.5594262,1417.90237,7.741102767,2.885775298,3.899085984,2.445888488,0.88370118,89567530702248,34390778666737,107955283821404,0.031788006,31.78800623,76.85826535,76858.26535,"GROS22.2_SAMEA112714839_METAT.genecount.profile","SAMEA112714839","METAT"
"323",184,"SchL2",38,"Schwarztonnensand",4,665,"Light_fraction","Nov-22",92.753,12.686,0.814,42.444,7.834,305.706,86,7.057,2.999,17.03,2.53,0.021,0.002,1.662,NA,0.052,69.39,NA,NA,NA,NA,NA,NA,587.5594262,1417.90237,NA,2.89853987,3.728237089,0.830679109,0.68732314,89567530702248,34390778666737,107955283821404,0.033072378,33.07237822,74.37580064,74375.80064,"GROS22.2_SAMEA112714840_METAG.genecount.profile","SAMEA112714840","METAG"
"324",184,"SchL2",38,"Schwarztonnensand",4,665,"Light_fraction","Nov-22",92.753,12.686,0.814,42.444,7.834,305.706,86,7.057,2.999,17.03,2.53,0.021,0.002,1.662,NA,0.052,69.39,NA,NA,NA,NA,NA,NA,587.5594262,1417.90237,NA,2.89853987,3.728237089,0.830679109,0.68732314,89567530702248,34390778666737,107955283821404,0.033072378,33.07237822,74.37580064,74375.80064,"GROS22.2_SAMEA112714840_METAT.genecount.profile","SAMEA112714840","METAT"
"325",185,"SchH1",170,"Schwarztonnensand",4,665,"Heavy_fraction","Nov-22",92.753,12.686,0.814,42.444,7.834,305.706,185,7.057,2.999,17.03,2.53,0.021,0.002,1.662,NA,0.052,69.39,NA,NA,NA,NA,NA,NA,587.5594262,1417.90237,-8.615742763,5.417088233,7.247331566,1.776239372,0.9818902,124983873018112,275916768292923,136015116724112,0.031788006,31.78800623,76.85826535,76858.26535,"GROS22.2_SAMEA112714841_METAG.genecount.profile","SAMEA112714841","METAG"
"326",185,"SchH1",170,"Schwarztonnensand",4,665,"Heavy_fraction","Nov-22",92.753,12.686,0.814,42.444,7.834,305.706,185,7.057,2.999,17.03,2.53,0.021,0.002,1.662,NA,0.052,69.39,NA,NA,NA,NA,NA,NA,587.5594262,1417.90237,-8.615742763,5.417088233,7.247331566,1.776239372,0.9818902,124983873018112,275916768292923,136015116724112,0.031788006,31.78800623,76.85826535,76858.26535,"GROS22.2_SAMEA112714841_METAT.genecount.profile","SAMEA112714841","METAT"
"327",186,"SchH2",173,"Schwarztonnensand",4,665,"Heavy_fraction","Nov-22",92.753,12.686,0.814,42.444,7.834,305.706,185,7.057,2.999,17.03,2.53,0.021,0.002,1.662,NA,0.052,69.39,NA,NA,NA,NA,NA,NA,587.5594262,1417.90237,NA,5.299261409,7.65776167,3.610410265,1.17826824,124983873018112,275916768292923,136015116724112,0.033072378,33.07237822,74.37580064,74375.80064,"GROS22.2_SAMEA112714842_METAG.genecount.profile","SAMEA112714842","METAG"
"328",186,"SchH2",173,"Schwarztonnensand",4,665,"Heavy_fraction","Nov-22",92.753,12.686,0.814,42.444,7.834,305.706,185,7.057,2.999,17.03,2.53,0.021,0.002,1.662,NA,0.052,69.39,NA,NA,NA,NA,NA,NA,587.5594262,1417.90237,NA,5.299261409,7.65776167,3.610410265,1.17826824,124983873018112,275916768292923,136015116724112,0.033072378,33.07237822,74.37580064,74375.80064,"GROS22.2_SAMEA112714842_METAT.genecount.profile","SAMEA112714842","METAT"
"329",187,"SchF1",0.279,"Schwarztonnensand",4,665,"Free_living","Nov-22",92.753,12.686,0.814,42.444,7.834,305.706,NA,7.057,2.999,17.03,2.53,0.021,0.002,1.662,NA,0.052,69.39,NA,NA,NA,NA,NA,NA,587.5594262,1417.90237,NA,NA,NA,NA,NA,NA,NA,NA,0.031788006,31.78800623,76.85826535,76858.26535,"GROS22.2_SAMEA112714843_METAT.genecount.profile","SAMEA112714843","METAT"
"330",187,"SchF1",0.279,"Schwarztonnensand",4,665,"Free_living","Nov-22",92.753,12.686,0.814,42.444,7.834,305.706,NA,7.057,2.999,17.03,2.53,0.021,0.002,1.662,NA,0.052,69.39,NA,NA,NA,NA,NA,NA,587.5594262,1417.90237,NA,NA,NA,NA,NA,NA,NA,NA,0.031788006,31.78800623,76.85826535,76858.26535,"GROS22.2_SAMEA112714843_METAG.genecount.profile","SAMEA112714843","METAG"
"331",188,"SchF2",0.0755,"Schwarztonnensand",4,665,"Free_living","Nov-22",92.753,12.686,0.814,42.444,7.834,305.706,NA,7.057,2.999,17.03,2.53,0.021,0.002,1.662,NA,0.052,69.39,NA,NA,NA,NA,NA,NA,587.5594262,1417.90237,NA,NA,NA,NA,NA,NA,NA,NA,0.033072378,33.07237822,74.37580064,74375.80064,"GROS22.2_SAMEA112714844_METAG.genecount.profile","SAMEA112714844","METAG"
"332",188,"SchF2",0.0755,"Schwarztonnensand",4,665,"Free_living","Nov-22",92.753,12.686,0.814,42.444,7.834,305.706,NA,7.057,2.999,17.03,2.53,0.021,0.002,1.662,NA,0.052,69.39,NA,NA,NA,NA,NA,NA,587.5594262,1417.90237,NA,NA,NA,NA,NA,NA,NA,NA,0.033072378,33.07237822,74.37580064,74375.80064,"GROS22.2_SAMEA112714844_METAT.genecount.profile","SAMEA112714844","METAT"
"333",189,"MGL1",8.5,"Meedem Grund",6,712,"Light_fraction","Nov-22",97.38,12.402,12.043,9.134,7.93,301.152,19,3.407,1.054,11.49,0.634,0.059,0.01,0.463,NA,0.04,56.125,NA,NA,NA,NA,NA,NA,283.6637332,956.6469898,0.1277006,0.741327101,0.877809839,2.186669475,0.39275608,228411574928065,373436291541688,160789694737704,0.080005154,80.00515398,65.07527858,65075.27858,"GROS22.2_SAMEA112714845_METAT.genecount.profile","SAMEA112714845","METAT"
"334",189,"MGL1",8.5,"Meedem Grund",6,712,"Light_fraction","Nov-22",97.38,12.402,12.043,9.134,7.93,301.152,19,3.407,1.054,11.49,0.634,0.059,0.01,0.463,NA,0.04,56.125,NA,NA,NA,NA,NA,NA,283.6637332,956.6469898,0.1277006,0.741327101,0.877809839,2.186669475,0.39275608,228411574928065,373436291541688,160789694737704,0.080005154,80.00515398,65.07527858,65075.27858,"GROS22.2_SAMEA112714845_METAG.genecount.profile","SAMEA112714845","METAG"
